Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score,Total Delay Time
1,1,0.5,1,0,0.725,17,11.0,1,0.907,28.0
1,0,0.077,1,1,0.376,2,0.0,0,0.532,2.0
1,0,0.192,1,0,0.102,3,0.0,1,0.221,3.0
0,0,0.179,1,0,0.276,11,12.0,0,0.375,23.0
1,1,0.564,1,0,0.089,42,49.0,1,0.6,91.0
0,1,0.667,1,0,0.455,0,0.0,1,0.664,0.0
1,0,0.205,1,1,0.027,0,0.0,1,0.561,0.0
0,1,0.577,1,0,0.207,43,37.0,1,0.786,80.0
1,1,0.41,1,0,0.053,0,0.0,1,0.654,0.0
1,1,0.731,1,2,0.346,0,9.0,0,0.364,9.0
0,1,0.0,0,1,0.054,0,0.0,0,0.364,0.0
1,1,0.808,0,1,0.084,13,10.0,0,0.536,23.0
0,1,0.615,1,0,0.104,42,39.0,1,0.854,81.0
0,0,0.205,1,1,0.112,35,26.0,0,0.689,61.0
1,1,0.538,0,1,0.057,108,103.0,0,0.75,211.0
1,1,0.436,1,0,0.342,46,74.0,1,0.743,120.0
1,1,0.128,1,0,0.341,0,0.0,1,0.496,0.0
1,1,0.436,1,1,0.211,78,68.0,0,0.525,146.0
1,0,0.244,1,1,0.113,0,0.0,0,0.536,0.0
1,1,0.744,0,1,0.104,0,0.0,0,0.521,0.0
1,0,0.372,1,0,0.148,0,15.0,0,0.532,15.0
0,0,0.231,1,1,0.198,0,0.0,0,0.6,0.0
0,1,0.5,1,0,0.194,0,5.0,0,0.529,5.0
0,1,0.077,0,1,0.041,3,7.0,0,0.521,10.0
1,1,0.538,1,0,0.497,0,0.0,1,0.729,0.0
0,1,0.205,1,0,0.302,0,0.0,1,0.593,0.0
0,1,0.641,1,0,0.499,19,18.0,1,0.65,37.0
0,1,0.474,0,1,0.075,0,0.0,0,0.811,0.0
0,0,0.256,1,1,0.131,7,0.0,0,0.718,7.0
1,0,0.705,1,1,0.192,5,0.0,0,0.571,5.0
1,0,0.282,1,2,0.037,0,0.0,0,0.536,0.0
0,1,0.295,0,1,0.042,7,2.0,0,0.493,9.0
0,1,0.821,1,1,0.034,0,0.0,1,0.789,0.0
0,1,0.051,0,1,0.144,15,11.0,0,0.75,26.0
1,1,0.692,1,1,0.031,0,26.0,0,0.504,26.0
0,1,0.5,0,1,0.087,0,0.0,0,0.661,0.0
1,0,0.423,1,0,0.064,15,7.0,0,0.693,22.0
1,0,0.744,1,2,0.021,14,15.0,0,0.589,29.0
1,1,0.321,1,1,0.229,136,150.0,1,0.568,286.0
1,1,0.359,1,0,0.22,0,0.0,1,0.654,0.0
0,1,0.077,0,1,0.051,52,37.0,0,0.586,89.0
1,1,0.628,0,1,0.163,30,23.0,0,0.586,53.0
0,1,0.385,1,0,0.115,48,40.0,1,0.746,88.0
1,0,0.154,1,1,0.137,30,34.0,0,0.675,64.0
1,1,0.705,0,1,0.109,0,0.0,0,0.514,0.0
0,1,0.436,1,0,0.663,6,1.0,1,0.818,7.0
0,1,0.192,1,2,0.521,0,0.0,1,0.804,0.0
0,0,0.359,1,0,0.222,23,16.0,0,0.421,39.0
1,1,0.731,0,1,0.069,0,0.0,0,0.507,0.0
0,1,0.385,1,0,0.669,0,0.0,1,0.754,0.0
0,0,0.282,1,0,0.315,36,23.0,1,0.804,59.0
1,0,0.205,1,0,0.087,381,374.0,1,0.593,755.0
1,1,0.282,0,1,0.169,0,0.0,0,0.439,0.0
0,1,0.051,0,1,0.016,70,64.0,0,0.486,134.0
0,1,0.346,0,1,0.119,0,1.0,0,0.511,1.0
1,1,0.397,1,1,0.059,27,27.0,0,0.479,54.0
0,1,0.679,1,0,0.22,0,39.0,1,0.804,39.0
1,1,0.436,1,1,0.085,27,35.0,0,0.314,62.0
1,1,0.038,0,2,0.17,0,0.0,0,0.593,0.0
1,1,0.256,0,1,0.101,10,7.0,0,0.5,17.0
1,1,0.038,0,2,0.061,11,19.0,0,0.464,30.0
1,1,0.128,0,1,0.025,0,0.0,0,0.604,0.0
0,1,0.321,1,2,0.177,0,0.0,1,0.686,0.0
0,1,0.59,1,1,0.077,0,0.0,1,0.643,0.0
0,0,0.192,1,0,0.101,0,0.0,1,0.821,0.0
1,1,0.538,0,1,0.065,0,0.0,0,0.639,0.0
1,1,0.538,1,0,0.073,62,84.0,1,0.807,146.0
1,1,0.359,1,1,0.298,90,135.0,0,0.371,225.0
1,0,0.551,1,0,0.113,0,0.0,1,0.664,0.0
1,1,0.372,1,0,0.51,0,3.0,1,0.768,3.0
0,1,0.295,1,0,0.644,0,0.0,1,0.636,0.0
0,1,0.5,1,1,0.101,0,0.0,1,0.579,0.0
0,1,0.59,1,0,0.075,0,0.0,1,0.818,0.0
1,1,0.103,0,1,0.124,1,0.0,0,0.629,1.0
1,1,0.526,1,0,0.345,14,48.0,1,0.786,62.0
1,1,0.526,1,0,0.042,30,28.0,1,0.611,58.0
0,1,0.654,1,0,0.751,0,9.0,1,0.875,9.0
1,0,0.462,1,1,0.032,12,20.0,0,0.564,32.0
1,1,0.487,1,1,0.197,57,67.0,0,0.407,124.0
0,1,0.538,1,0,0.147,0,0.0,1,0.5,0.0
0,0,0.372,1,0,0.151,1,0.0,0,0.407,1.0
1,0,0.718,1,1,0.015,0,0.0,0,0.575,0.0
1,1,0.5,0,1,0.351,2,9.0,0,0.643,11.0
0,1,0.295,1,0,0.432,0,0.0,1,0.814,0.0
1,1,0.808,0,2,0.063,0,0.0,0,0.714,0.0
0,1,0.667,1,0,0.064,12,0.0,1,0.911,12.0
1,0,0.231,1,2,0.331,0,9.0,0,0.671,9.0
1,1,0.077,1,1,0.464,0,0.0,1,0.864,0.0
1,1,0.756,0,1,0.516,0,0.0,0,0.632,0.0
1,1,0.462,1,2,0.235,0,0.0,0,0.568,0.0
1,1,0.385,1,0,0.117,9,0.0,1,0.768,9.0
0,1,0.295,1,0,0.532,11,0.0,1,0.682,11.0
1,1,0.333,0,1,0.235,38,20.0,0,0.796,58.0
1,1,0.41,1,1,0.464,18,34.0,0,0.664,52.0
1,1,0.192,0,1,0.098,14,3.0,1,0.775,17.0
1,1,0.154,0,2,0.112,0,0.0,0,0.793,0.0
1,1,0.167,1,0,0.269,44,46.0,1,0.754,90.0
1,1,0.679,1,0,0.602,12,5.0,1,0.911,17.0
1,1,0.397,0,1,0.259,12,32.0,1,0.596,44.0
1,1,0.615,1,0,0.347,0,0.0,1,0.636,0.0
0,1,0.397,1,2,0.103,45,34.0,1,0.593,79.0
1,1,0.026,0,1,0.121,17,0.0,0,0.575,17.0
0,1,0.59,0,1,0.054,36,28.0,0,0.711,64.0
0,1,0.603,1,0,0.659,0,1.0,1,0.725,1.0
0,1,0.615,1,0,0.547,30,13.0,1,0.404,43.0
1,1,0.397,1,0,0.606,0,2.0,0,0.771,2.0
0,0,0.282,1,1,0.489,51,57.0,0,0.521,108.0
1,1,0.436,1,0,0.174,16,19.0,1,0.757,35.0
1,1,0.41,1,0,0.025,0,0.0,1,0.85,0.0
0,0,0.333,1,0,0.114,37,26.0,0,0.607,63.0
0,0,0.372,1,2,0.101,36,35.0,0,0.518,71.0
1,1,0.462,1,0,0.058,0,0.0,1,0.375,0.0
0,0,0.231,1,1,0.09,0,0.0,0,0.586,0.0
0,1,0.128,1,2,0.068,12,14.0,0,0.564,26.0
0,1,0.346,0,1,0.115,130,140.0,0,0.875,270.0
0,1,0.577,1,0,0.721,82,100.0,0,0.25,182.0
1,1,0.5,1,0,0.346,43,57.0,1,0.543,100.0
1,1,0.269,1,0,0.375,0,0.0,1,0.586,0.0
1,1,0.141,0,1,0.044,0,7.0,0,0.521,7.0
1,1,0.282,1,0,0.501,0,0.0,1,0.761,0.0
1,1,0.487,1,0,0.638,104,102.0,1,0.946,206.0
0,1,0.321,1,0,0.077,0,15.0,1,0.839,15.0
0,1,0.59,1,0,0.325,0,16.0,1,0.625,16.0
0,1,0.564,1,0,0.093,0,0.0,1,0.814,0.0
1,1,0.449,0,1,0.266,0,0.0,0,0.768,0.0
1,1,0.551,1,0,0.095,66,54.0,1,0.693,120.0
0,1,0.756,1,1,0.077,0,0.0,0,0.614,0.0
0,1,0.346,0,1,0.037,0,26.0,0,0.6,26.0
1,1,0.5,1,0,0.034,8,29.0,0,0.568,37.0
0,0,0.192,1,1,0.109,35,91.0,0,0.325,126.0
1,0,0.282,1,0,0.414,0,1.0,0,0.693,1.0
0,1,0.667,0,1,0.261,0,0.0,0,0.614,0.0
0,1,0.551,1,2,0.236,84,66.0,0,0.604,150.0
1,1,0.462,1,0,0.04,7,4.0,0,0.654,11.0
0,1,0.667,1,0,0.081,78,55.0,1,0.85,133.0
1,1,0.282,1,1,0.33,0,18.0,1,0.789,18.0
0,1,0.526,1,1,0.032,0,0.0,1,0.661,0.0
0,1,0.654,0,1,0.095,3,0.0,0,0.739,3.0
0,1,0.795,0,1,0.14,0,0.0,0,0.614,0.0
1,1,0.333,1,1,0.009,25,20.0,0,0.486,45.0
1,1,0.462,1,0,0.327,45,42.0,1,0.668,87.0
1,1,0.449,1,1,0.055,4,0.0,1,0.604,4.0
0,0,0.308,1,1,0.253,13,0.0,0,0.443,13.0
0,1,0.5,1,0,0.417,4,0.0,1,0.843,4.0
1,1,0.256,0,1,0.131,0,0.0,0,0.768,0.0
0,1,0.615,1,0,0.084,0,0.0,1,0.921,0.0
0,0,0.487,1,0,0.125,0,0.0,0,0.532,0.0
0,1,0.333,1,0,0.73,117,108.0,0,0.471,225.0
1,0,0.205,1,1,0.046,111,140.0,0,0.646,251.0
1,1,0.718,1,0,0.133,0,0.0,1,0.618,0.0
0,1,0.679,1,2,0.143,44,36.0,0,0.446,80.0
1,1,0.577,1,0,0.125,64,64.0,1,0.882,128.0
1,0,0.231,1,1,0.076,0,0.0,0,0.625,0.0
1,1,0.782,1,0,0.608,1,0.0,1,0.696,1.0
1,1,0.667,1,0,0.264,0,0.0,1,0.754,0.0
1,1,0.59,0,1,0.054,0,0.0,1,0.493,0.0
1,1,0.218,0,1,0.048,44,41.0,0,0.611,85.0
1,1,0.654,0,0,0.153,7,31.0,0,0.636,38.0
0,1,0.423,1,1,0.067,0,0.0,0,0.786,0.0
0,1,0.462,0,1,0.046,1,0.0,0,0.461,1.0
0,1,0.679,1,0,0.083,17,0.0,1,0.8,17.0
1,0,0.359,1,1,0.128,0,26.0,0,0.625,26.0
1,1,0.346,1,0,0.032,0,0.0,0,0.475,0.0
1,1,0.679,0,1,0.297,28,25.0,0,0.461,53.0
1,0,0.385,1,0,0.055,0,0.0,1,0.725,0.0
1,1,0.077,0,1,0.09,0,0.0,0,0.629,0.0
1,1,0.051,0,1,0.044,0,12.0,0,0.425,12.0
1,1,0.705,1,0,0.243,0,0.0,1,0.736,0.0
1,1,0.308,1,0,0.741,71,69.0,0,0.621,140.0
1,1,0.577,1,0,0.516,0,0.0,1,0.714,0.0
1,1,0.487,1,0,0.613,0,0.0,1,0.804,0.0
1,1,0.577,0,1,0.488,2,6.0,0,0.554,8.0
1,0,0.231,1,1,0.147,0,0.0,0,0.629,0.0
1,1,0.436,0,2,0.144,4,28.0,0,0.696,32.0
0,1,0.59,1,0,0.619,0,0.0,1,0.679,0.0
0,0,0.179,1,1,0.019,58,60.0,1,0.679,118.0
0,1,0.667,1,1,0.055,0,0.0,1,0.643,0.0
0,0,0.231,1,0,0.143,86,71.0,0,0.65,157.0
1,1,0.487,1,0,0.456,0,11.0,1,0.8,11.0
0,1,0.641,1,0,0.421,0,0.0,1,0.611,0.0
0,0,0.218,1,1,0.181,0,0.0,1,0.557,0.0
0,0,0.359,1,0,0.2,1,0.0,0,0.775,1.0
1,1,0.359,1,0,0.351,0,0.0,1,0.657,0.0
1,1,0.487,0,1,0.115,0,4.0,0,0.689,4.0
1,1,0.462,1,0,0.342,1,6.0,1,0.757,7.0
0,0,0.218,1,1,0.139,0,5.0,1,0.5,5.0
0,1,0.551,1,0,0.078,0,0.0,1,0.7,0.0
0,1,0.41,1,0,0.168,6,0.0,0,0.575,6.0
0,1,0.487,0,1,0.121,0,0.0,0,0.596,0.0
0,1,0.679,0,1,0.046,0,0.0,0,0.629,0.0
0,1,0.692,1,0,0.624,0,0.0,1,0.671,0.0
1,1,0.103,1,1,0.2,0,0.0,0,0.571,0.0
1,1,0.526,1,2,0.188,34,19.0,1,0.404,53.0
1,1,0.769,0,2,0.113,0,0.0,0,0.661,0.0
0,1,0.179,1,0,0.185,0,0.0,0,0.646,0.0
0,1,0.795,0,1,0.04,5,5.0,0,0.639,10.0
1,0,0.269,1,0,0.096,0,0.0,1,0.832,0.0
0,1,0.474,1,0,0.537,0,0.0,1,0.664,0.0
1,1,0.346,1,0,0.233,11,0.0,0,0.546,11.0
0,0,0.231,1,1,0.259,0,0.0,0,0.618,0.0
1,1,0.423,1,2,0.209,63,66.0,1,0.55,129.0
0,1,0.654,1,0,0.699,0,0.0,1,0.818,0.0
1,1,0.321,0,2,0.133,0,0.0,0,0.725,0.0
0,1,0.551,1,1,0.156,0,2.0,0,0.407,2.0
1,1,0.449,1,2,0.084,7,1.0,1,0.886,8.0
1,1,0.115,1,0,0.115,0,3.0,1,0.804,3.0
0,1,0.385,1,1,0.065,0,0.0,0,0.629,0.0
0,1,0.885,1,1,0.087,0,0.0,0,0.418,0.0
0,1,0.397,1,1,0.011,4,2.0,1,0.593,6.0
1,0,0.321,1,1,0.04,0,0.0,0,0.625,0.0
0,0,0.179,1,0,0.172,1,11.0,1,0.736,12.0
0,1,0.59,1,0,0.397,0,0.0,1,0.896,0.0
0,1,0.308,0,1,0.053,5,0.0,1,0.85,5.0
0,1,0.628,0,2,0.164,16,9.0,0,0.664,25.0
0,1,0.615,1,1,0.162,156,142.0,1,0.618,298.0
0,1,0.782,1,0,0.363,0,0.0,1,0.475,0.0
0,1,0.641,0,2,0.143,0,0.0,0,0.6,0.0
1,1,0.397,1,0,0.338,0,0.0,1,0.682,0.0
1,1,0.513,1,1,0.08,30,22.0,1,0.782,52.0
0,1,0.538,0,1,0.139,4,0.0,0,0.418,4.0
0,1,0.269,1,1,0.011,0,0.0,0,0.421,0.0
0,0,0.205,1,1,0.261,34,38.0,1,0.536,72.0
1,0,0.192,1,1,0.147,7,0.0,0,0.275,7.0
0,0,0.41,1,0,0.137,90,122.0,0,0.511,212.0
1,0,0.41,1,2,0.007,0,0.0,0,0.539,0.0
1,1,0.59,0,2,0.042,0,0.0,0,0.604,0.0
0,1,0.718,1,0,0.491,10,14.0,1,0.579,24.0
0,1,0.744,0,1,0.22,1,0.0,0,0.507,1.0
0,0,0.167,1,1,0.11,0,3.0,0,0.639,3.0
0,1,0.308,1,0,0.068,0,4.0,1,0.7,4.0
0,1,0.423,1,0,0.689,0,0.0,1,0.861,0.0
0,1,0.449,1,0,0.711,20,1.0,1,0.604,21.0
0,1,0.436,1,0,0.572,72,78.0,1,0.739,150.0
1,1,0.551,1,0,0.183,0,0.0,1,0.679,0.0
1,1,0.256,1,0,0.317,0,13.0,1,0.868,13.0
0,1,0.641,1,0,0.469,79,75.0,0,0.343,154.0
0,1,0.564,1,1,0.074,13,5.0,1,0.793,18.0
1,1,0.474,1,0,0.039,0,0.0,1,0.746,0.0
0,1,0.436,1,0,0.677,43,37.0,0,0.393,80.0
0,1,0.564,1,0,0.457,0,0.0,1,0.65,0.0
0,0,0.192,1,1,0.448,1,0.0,0,0.621,1.0
1,1,0.564,1,0,0.07,0,0.0,1,0.625,0.0
0,1,0.667,1,1,0.128,0,0.0,0,0.575,0.0
1,1,0.167,1,0,0.177,49,33.0,1,0.754,82.0
0,1,0.679,1,0,0.185,0,17.0,1,0.557,17.0
1,1,0.782,0,1,0.032,0,0.0,0,0.564,0.0
1,1,0.718,0,1,0.448,0,0.0,0,0.775,0.0
0,1,0.718,0,1,0.068,0,0.0,0,0.714,0.0
0,1,0.321,1,0,0.539,1,2.0,0,0.757,3.0
1,0,0.295,1,1,0.09,15,0.0,0,0.5,15.0
0,1,0.0,0,1,0.232,38,53.0,0,0.614,91.0
0,0,0.372,1,1,0.074,0,1.0,0,0.554,1.0
1,1,0.782,0,1,0.089,1,0.0,0,0.489,1.0
0,1,0.308,1,0,0.399,0,0.0,0,0.425,0.0
0,1,0.423,1,0,0.021,0,0.0,1,0.814,0.0
0,0,0.141,1,1,0.187,0,0.0,1,0.668,0.0
1,1,0.256,1,2,0.479,0,0.0,1,0.714,0.0
1,1,0.449,1,0,0.352,0,5.0,1,0.771,5.0
1,1,0.103,0,2,0.064,60,75.0,0,0.593,135.0
1,1,0.41,1,0,0.211,0,0.0,1,0.589,0.0
0,1,0.41,0,1,0.019,0,0.0,0,0.757,0.0
0,1,0.346,0,1,0.109,0,0.0,0,0.589,0.0
0,1,0.5,1,0,0.652,46,60.0,1,0.804,106.0
1,1,0.115,0,1,0.019,55,54.0,0,0.511,109.0
0,1,0.449,1,2,0.153,151,127.0,1,0.771,278.0
1,1,0.513,1,0,0.444,63,60.0,1,0.711,123.0
0,1,0.59,1,0,0.158,0,0.0,1,0.661,0.0
1,1,0.705,1,0,0.528,0,0.0,1,0.871,0.0
0,1,0.397,0,1,0.093,59,65.0,0,0.739,124.0
0,1,0.192,0,1,0.21,2,0.0,1,0.757,2.0
0,1,0.0,0,0,0.101,0,0.0,0,0.557,0.0
0,1,0.487,1,0,0.491,0,0.0,1,0.875,0.0
0,1,0.538,1,0,0.546,0,0.0,1,0.432,0.0
0,0,0.231,1,1,0.074,45,64.0,0,0.607,109.0
0,1,0.397,1,0,0.042,0,0.0,1,0.732,0.0
1,1,0.872,1,0,0.737,0,0.0,1,0.711,0.0
0,1,0.423,1,0,0.318,4,0.0,1,0.889,4.0
0,0,0.295,1,0,0.175,0,3.0,0,0.579,3.0
1,0,0.192,1,1,0.148,0,26.0,1,0.654,26.0
0,1,0.564,1,0,0.769,0,0.0,1,0.621,0.0
1,0,0.231,1,0,0.182,14,15.0,0,0.582,29.0
0,1,0.692,1,1,0.037,0,0.0,1,0.782,0.0
0,0,0.244,1,0,0.494,8,15.0,0,0.639,23.0
1,1,0.462,1,0,0.149,0,0.0,1,0.711,0.0
1,1,0.09,0,1,0.123,0,15.0,0,0.754,15.0
0,1,0.679,1,1,0.037,12,15.0,0,0.5,27.0
0,1,0.487,1,1,0.064,0,0.0,1,0.711,0.0
0,1,0.577,0,0,0.241,0,0.0,0,0.554,0.0
0,0,0.256,1,1,0.036,0,0.0,0,0.418,0.0
1,1,0.462,1,0,0.027,0,0.0,0,0.489,0.0
0,1,0.513,1,0,0.111,0,0.0,1,0.65,0.0
1,1,0.462,0,1,0.162,0,0.0,0,0.614,0.0
1,1,0.231,0,1,0.387,6,10.0,0,0.643,16.0
0,1,0.603,1,0,0.56,0,0.0,1,0.668,0.0
0,1,0.654,0,1,0.084,146,125.0,0,0.707,271.0
0,0,0.115,1,1,0.067,21,16.0,0,0.4,37.0
0,1,0.513,1,0,0.082,0,15.0,0,0.579,15.0
1,1,0.333,0,1,0.494,12,9.0,0,0.693,21.0
1,0,0.205,1,1,0.069,0,11.0,0,0.482,11.0
1,1,0.603,0,1,0.026,19,8.0,0,0.664,27.0
1,1,0.564,1,0,0.033,60,54.0,1,0.636,114.0
0,1,0.667,1,0,0.065,0,0.0,1,0.629,0.0
0,1,0.654,1,1,0.297,27,42.0,0,0.375,69.0
0,0,0.846,1,0,0.039,0,0.0,0,0.425,0.0
1,1,0.744,0,1,0.055,0,0.0,0,0.782,0.0
0,1,0.436,1,0,0.083,0,0.0,1,0.932,0.0
1,1,0.718,0,1,0.033,23,25.0,0,0.625,48.0
0,1,0.551,1,0,0.033,0,0.0,0,0.561,0.0
0,1,0.667,0,1,0.256,0,4.0,0,0.586,4.0
1,0,0.013,1,1,0.201,0,0.0,0,0.718,0.0
0,1,0.385,1,0,0.604,0,2.0,1,0.6,2.0
0,1,0.449,0,1,0.483,0,0.0,0,0.704,0.0
0,0,0.231,1,0,0.051,0,0.0,0,0.621,0.0
1,0,0.231,1,1,0.243,3,1.0,0,0.525,4.0
1,0,0.128,1,1,0.182,0,0.0,0,0.393,0.0
1,1,0.397,1,2,0.28,7,3.0,1,0.782,10.0
1,1,0.038,0,1,0.303,0,0.0,0,0.689,0.0
1,1,0.679,1,0,0.158,4,0.0,1,0.764,4.0
1,0,0.564,1,0,0.091,0,0.0,0,0.579,0.0
0,1,0.577,1,1,0.063,51,48.0,1,0.718,99.0
0,0,0.051,1,1,0.195,0,0.0,0,0.618,0.0
0,1,0.513,1,0,0.715,0,0.0,1,0.589,0.0
0,0,0.192,1,1,0.034,45,45.0,0,0.793,90.0
1,1,0.731,0,1,0.051,0,0.0,0,0.55,0.0
1,1,0.372,0,1,0.203,18,3.0,0,0.554,21.0
1,1,0.308,1,0,0.427,0,0.0,0,0.607,0.0
0,1,0.308,1,1,0.519,0,0.0,1,0.482,0.0
0,0,0.462,1,1,0.054,0,20.0,0,0.461,20.0
0,1,0.359,1,1,0.158,0,0.0,0,0.646,0.0
1,1,0.462,1,0,0.044,58,67.0,1,0.679,125.0
0,1,0.526,1,0,0.734,7,2.0,1,0.843,9.0
1,1,0.282,0,1,0.206,2,0.0,1,0.854,2.0
0,1,0.513,0,2,0.034,0,0.0,0,0.368,0.0
1,1,0.551,1,0,0.406,0,0.0,1,0.943,0.0
1,1,0.013,0,1,0.186,0,0.0,0,0.686,0.0
0,1,0.59,1,0,0.476,0,30.0,1,0.846,30.0
0,1,0.538,0,1,0.023,14,2.0,0,0.543,16.0
0,0,0.385,1,0,0.096,0,0.0,1,0.864,0.0
1,1,0.231,1,1,0.181,0,0.0,0,0.668,0.0
0,0,0.397,1,2,0.011,5,11.0,0,0.668,16.0
0,1,0.769,1,0,0.762,92,91.0,0,0.632,183.0
1,0,0.256,1,1,0.076,0,0.0,0,0.636,0.0
0,0,0.397,1,1,0.083,100,104.0,0,0.586,204.0
0,1,0.641,1,0,0.643,2,4.0,1,0.786,6.0
1,1,0.321,0,1,0.065,0,0.0,0,0.746,0.0
0,1,0.449,1,0,0.105,18,10.0,0,0.8,28.0
1,0,0.218,1,0,0.289,0,0.0,1,0.589,0.0
0,1,0.538,1,0,0.164,56,64.0,1,0.836,120.0
1,1,0.308,1,0,0.517,0,28.0,1,0.789,28.0
1,1,0.141,1,0,0.054,0,42.0,0,0.507,42.0
0,1,0.628,1,0,0.556,1,0.0,1,0.8,1.0
1,1,0.333,1,0,0.085,0,0.0,1,0.743,0.0
0,1,0.141,0,1,0.079,0,2.0,0,0.732,2.0
0,1,0.526,0,1,0.042,0,0.0,0,0.529,0.0
1,0,0.231,1,1,0.09,37,28.0,0,0.504,65.0
0,0,0.231,1,1,0.021,0,7.0,0,0.507,7.0
0,1,0.641,1,1,0.054,0,0.0,0,0.632,0.0
1,1,0.692,1,0,0.04,3,14.0,1,0.504,17.0
1,1,0.487,1,0,0.522,29,17.0,0,0.554,46.0
0,1,0.667,1,0,0.564,0,0.0,1,0.757,0.0
0,1,0.718,0,0,0.014,0,0.0,0,0.582,0.0
0,1,0.526,1,0,0.133,53,35.0,0,0.611,88.0
1,1,0.59,1,0,0.57,0,0.0,1,0.846,0.0
1,1,0.205,0,1,0.225,0,15.0,0,0.743,15.0
1,1,0.372,1,0,0.322,0,0.0,0,0.325,0.0
0,1,0.359,1,0,0.449,0,0.0,0,0.557,0.0
0,0,0.244,1,0,0.088,0,0.0,1,0.346,0.0
0,1,0.641,1,0,0.017,0,0.0,0,0.382,0.0
0,0,0.244,1,0,0.237,0,0.0,1,0.6,0.0
1,1,0.526,0,1,0.037,0,0.0,0,0.65,0.0
1,1,0.026,0,1,0.05,0,0.0,0,0.536,0.0
1,1,0.59,1,0,0.351,3,0.0,1,0.461,3.0
0,1,0.282,0,1,0.125,0,0.0,0,0.496,0.0
1,0,0.128,1,1,0.156,0,0.0,1,0.85,0.0
1,1,0.462,1,0,0.274,0,0.0,1,0.679,0.0
1,0,0.295,1,1,0.032,0,0.0,0,0.636,0.0
1,1,0.513,1,1,0.244,0,0.0,1,0.643,0.0
0,1,0.333,1,0,0.53,0,0.0,1,0.518,0.0
0,1,0.359,1,0,0.483,29,23.0,1,0.939,52.0
1,0,0.256,1,0,0.252,21,4.0,1,0.8,25.0
1,1,0.269,1,0,0.379,109,69.0,1,0.739,178.0
1,1,0.436,0,1,0.23,0,6.0,0,0.521,6.0
1,1,0.679,1,0,0.424,1,1.0,1,0.882,2.0
1,1,0.308,0,1,0.14,0,0.0,1,0.611,0.0
0,1,0.474,0,0,0.309,4,17.0,0,0.604,21.0
0,1,0.397,1,0,0.779,0,0.0,1,0.436,0.0
0,1,0.679,1,0,0.476,0,0.0,1,0.718,0.0
1,1,0.179,1,1,0.494,0,0.0,0,0.486,0.0
0,1,0.462,1,0,0.666,7,22.0,1,0.618,29.0
0,1,0.692,0,1,0.107,0,0.0,0,0.607,0.0
1,1,0.692,0,1,0.284,0,9.0,0,0.682,9.0
0,0,0.103,1,1,0.152,0,0.0,0,0.564,0.0
1,1,0.462,1,0,0.324,5,0.0,1,0.914,5.0
0,0,0.218,1,1,0.101,0,0.0,0,0.532,0.0
0,1,0.538,1,0,0.377,254,0.0,1,0.521,254.0
1,1,0.705,0,1,0.096,9,1.0,0,0.632,10.0
0,1,0.641,0,1,0.169,78,91.0,0,0.564,169.0
1,1,0.615,1,0,0.055,0,2.0,1,0.293,2.0
0,1,0.423,1,0,0.587,0,7.0,1,0.864,7.0
1,1,0.667,1,0,0.312,0,0.0,1,0.775,0.0
0,1,0.321,1,1,0.041,45,51.0,1,0.346,96.0
1,1,0.5,0,1,0.456,0,0.0,0,0.711,0.0
0,1,0.5,1,0,0.187,0,0.0,1,0.6,0.0
0,1,0.333,1,0,0.492,163,158.0,1,0.671,321.0
1,0,0.192,1,1,0.087,0,0.0,0,0.554,0.0
0,1,0.5,0,1,0.069,0,0.0,0,0.625,0.0
0,1,0.397,1,0,0.011,0,1.0,1,0.768,1.0
0,0,0.179,1,1,0.035,0,0.0,1,0.618,0.0
0,1,0.564,1,0,0.47,139,135.0,1,0.539,274.0
1,1,0.577,1,0,0.158,0,0.0,1,0.754,0.0
0,1,0.449,0,0,0.087,7,0.0,0,0.729,7.0
0,1,0.372,1,0,0.566,1,6.0,1,0.768,7.0
1,1,0.449,1,0,0.125,0,0.0,0,0.421,0.0
0,0,0.346,1,0,0.483,0,0.0,0,0.775,0.0
0,0,0.462,1,0,0.209,0,0.0,1,0.768,0.0
1,1,0.564,0,1,0.423,0,0.0,0,0.539,0.0
1,1,0.103,0,1,0.061,3,0.0,0,0.693,3.0
0,1,0.423,1,0,0.512,61,50.0,1,0.729,111.0
0,1,0.346,0,1,0.099,0,12.0,0,0.7,12.0
0,1,0.808,0,1,0.125,9,0.0,0,0.714,9.0
1,1,0.513,1,0,0.061,0,0.0,1,0.418,0.0
0,1,0.385,0,1,0.123,3,0.0,1,0.804,3.0
1,0,0.244,1,1,0.272,2,0.0,0,0.711,2.0
0,1,0.731,0,1,0.096,153,144.0,0,0.529,297.0
1,1,0.462,1,0,0.599,0,18.0,1,0.804,18.0
1,1,0.192,1,0,0.498,0,0.0,1,0.829,0.0
1,1,0.359,1,1,0.181,0,10.0,1,0.646,10.0
0,1,0.346,0,1,0.074,0,0.0,0,0.589,0.0
0,1,0.628,1,0,0.367,128,123.0,1,0.614,251.0
0,1,0.359,1,0,0.744,163,164.0,0,0.586,327.0
0,1,0.641,1,2,0.08,2,0.0,1,0.639,2.0
0,1,0.59,1,1,0.234,0,13.0,0,0.571,13.0
1,1,0.91,1,1,0.033,0,0.0,0,0.279,0.0
1,1,0.269,0,2,0.568,0,0.0,0,0.557,0.0
0,1,0.654,1,1,0.086,0,0.0,1,0.725,0.0
